0.000000 -0.367738
0.000732 -0.024656
0.001465 0.380153
0.002197 0.001504
0.002930 -0.194540
0.003662 -0.197727
0.004395 -0.135541
0.005127 0.525788
0.005859 0.043171
0.006592 0.735652
0.007324 0.468372
0.008057 0.464196
0.008789 -0.033000
0.009521 0.615019
0.010254 0.573834
0.010986 0.897278
0.011719 0.373328
0.012451 0.523836
0.013184 0.908519
0.013916 0.987121
0.014648 0.528025
0.015381 0.952342
0.016113 0.219040
0.016846 0.262411
0.017578 0.273894
0.018311 0.737960
0.019043 0.440278
0.019775 0.536137
0.020508 1.113420
0.021240 1.208508
0.021973 1.203441
0.022705 1.323986
0.023438 0.734238
0.024170 1.106053
0.024902 0.820022
0.025635 1.006303
0.026367 1.347009
0.027100 1.095248
0.027832 0.914955
0.028564 0.745156
0.029297 1.158007
0.030029 0.682586
0.030762 1.480790
0.031494 1.368653
0.032227 1.513492
0.032959 1.242789
0.033691 1.426413
0.034424 1.019662
0.035156 0.871874
0.035889 1.412639
0.036621 1.057002
0.037354 1.422687
0.038086 1.360399
0.038818 1.244154
0.039551 1.625973
0.040283 1.548001
0.041016 1.868731
0.041748 1.925853
0.042480 1.916809
0.043213 1.787974
0.043945 1.913427
0.044678 1.872648
0.045410 1.837786
0.046143 1.347017
0.046875 1.651682
0.047607 1.304523
0.048340 1.973875
0.049072 1.593200
0.049805 1.968348
0.050537 1.431593
0.051270 1.855426
0.052002 1.617857
0.052734 1.580241
0.053467 1.776968
0.054199 1.402085
0.054932 1.484269
0.055664 1.385395
0.056396 2.169381
0.057129 1.820205
0.057861 1.549083
0.058594 1.849526
0.059326 2.120561
0.060059 2.191130
0.060791 2.405453
0.061523 1.536575
0.062256 1.965460
0.062988 2.078479
0.063721 2.507170
0.064453 1.970195
0.065186 2.051362
0.065918 2.328593
0.066650 1.894628
0.067383 1.912761
0.068115 2.133064
0.068848 2.186454
0.069580 2.487571
0.070312 2.339230
0.071045 2.040687
0.071777 1.940044
0.072510 2.145970
0.073242 2.289999
0.073975 2.592723
0.074707 2.540827
0.075439 2.627200
0.076172 2.106827
0.076904 2.660442
0.077637 1.809613
0.078369 2.171201
0.079102 2.489864
0.079834 2.271146
0.080566 2.343129
0.081299 1.943982
0.082031 1.978279
0.082764 2.103045
0.083496 1.900673
0.084229 2.048781
0.084961 2.585363
0.085693 2.479182
0.086426 2.039398
0.087158 2.022667
0.087891 1.981563
0.088623 2.803168
0.089355 2.336882
0.090088 2.298572
0.090820 2.325396
0.091553 2.897670
0.092285 2.145904
0.093018 2.010072
0.093750 2.269749
0.094482 2.403545
0.095215 2.460108
0.095947 2.850545
0.096680 2.274061
0.097412 2.265990
0.098145 2.730328
0.098877 2.621267
0.099609 2.154877
0.100342 2.756720
0.101074 1.997855
0.101807 2.839005
0.102539 2.211282
0.103271 2.513823
0.104004 2.945526
0.104736 2.342073
0.105469 2.759630
0.106201 2.979486
0.106934 2.514944
0.107666 2.460164
0.108398 2.565196
0.109131 2.652508
0.109863 2.572912
0.110596 2.629036
0.111328 2.530428
0.112061 2.977301
0.112793 2.988150
0.113525 2.909682
0.114258 2.922427
0.114990 2.175387
0.115723 2.955245
0.116455 2.222106
0.117188 2.603582
0.117920 2.435005
0.118652 2.087584
0.119385 2.888139
0.120117 2.707333
0.120850 2.820374
0.121582 2.508272
0.122314 2.857759
0.123047 2.569606
0.123779 2.495880
0.124512 2.684037
0.125244 2.765959
0.125977 1.992850
0.126709 2.611063
