0.000000 0.323463
0.002930 0.092486
0.005859 0.404145
0.008789 0.397852
0.011719 0.915690
0.014648 0.550516
0.017578 0.509489
0.020508 0.540391
0.023438 0.507559
0.026367 0.924367
0.029297 1.131970
0.032227 0.867992
0.035156 1.065833
0.038086 1.473760
0.041016 1.716215
0.043945 1.483042
0.046875 1.852311
0.049805 1.563285
0.052734 1.350049
0.055664 1.852472
0.058594 1.509029
0.061523 2.188885
0.064453 2.208991
0.067383 2.263051
0.070312 2.498210
0.073242 2.490324
0.076172 2.445123
0.079102 2.224202
0.082031 2.549166
0.084961 2.493580
0.087891 2.360503
0.090820 2.461701
0.093750 2.051462
0.096680 2.106569
0.099609 2.078458
0.102539 2.063751
0.105469 2.632346
0.108398 2.443085
0.111328 2.340622
0.114258 2.759434
0.117188 2.871976
0.120117 2.864291
0.123047 2.908706
0.125977 2.111299
0.128906 2.406591
0.131836 2.591563
0.134766 2.462333
0.137695 2.031682
0.140625 1.836033
0.143555 2.405764
0.146484 2.393685
0.149414 1.774847
0.152344 1.948932
0.155273 1.885829
0.158203 2.254415
0.161133 1.601620
0.164062 1.473287
0.166992 1.744102
0.169922 1.822664
0.172852 1.976478
0.175781 1.153839
0.178711 1.066440
0.181641 1.293571
0.184570 1.037823
0.187500 0.987668
0.190430 1.173813
0.193359 0.895445
0.196289 1.410887
0.199219 1.409639
0.202148 1.035473
0.205078 0.981112
0.208008 1.108424
0.210938 0.747119
0.213867 0.762143
0.216797 0.121317
0.219727 0.088745
0.222656 0.326208
0.225586 0.597498
0.228516 0.179342
0.231445 0.269779
0.234375 0.162803
0.237305 -0.212231
0.240234 0.317583
0.243164 0.445724
0.246094 0.071238
0.249023 0.035704
0.251953 -0.420677
0.254883 0.146773
0.257812 -0.545897
0.260742 0.149896
0.263672 -0.053884
0.266602 -0.493112
0.269531 0.192268
0.272461 0.293287
0.275391 -0.323554
0.278320 -0.609949
0.281250 -0.244374
0.284180 -0.061356
0.287109 0.245526
0.290039 -0.312911
0.292969 -0.427628
0.295898 -0.099672
0.298828 -0.456553
0.301758 0.140295
0.304688 -0.445411
0.307617 -0.373532
0.310547 0.258437
0.313477 -0.024162
0.316406 -0.617546
0.319336 -0.342625
0.322266 -0.476147
0.325195 -0.120460
0.328125 -0.167230
0.331055 0.279598
0.333984 -0.188938
0.336914 0.434460
0.339844 -0.112647
0.342773 0.000920
0.345703 0.227085
0.348633 0.019416
0.351562 -0.142352
0.354492 -0.094353
0.357422 0.281100
0.360352 -0.176200
0.363281 -0.011343
0.366211 0.759880
0.369141 0.025602
0.372070 0.562302
0.375000 0.519712
0.377930 0.092450
0.380859 0.067884
0.383789 0.904868
0.386719 0.797057
0.389648 0.404410
